id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,4.492796024159781,0.47512620766084734,0.5701925899291977,0.4862284485849023,0.5248737923391533
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",1.544150781213208,0.18520477634910684,0.9085395618153156,0.738586837002929,0.8147952236508933
2,Ms. Haag plays Elianti .,1.3509775004326938,0.41027247824384333,0.7082316448032829,0.5051961085524235,0.5897275217561565
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",1.037744375108172,0.14011999833071587,0.9138966185115484,0.8118924270769013,0.8598800016692839
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",0.8333333333333339,0.13151128824149474,1.0000000000000002,0.7675475452907251,0.8684887117585054
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",1.7415943940233314,0.24913382972001152,0.8078782947063755,0.701370332910797,0.7508661702799888
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,0.5836591668108975,0.08715508189603591,0.9582013815667277,0.8715882856335804,0.912844918103964
7,The new rate will be payable Feb. 15 .,0.22222222222222232,0.036324900793189584,1.0,0.9298966940476159,0.9636750992068105
8,A record date has n't been set .,0.75,0.14285714285714285,0.8999999999999999,0.8181818181818181,0.8571428571428571
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",1.0588235294117645,0.16148717255257825,0.8657743117440383,0.8129157524149124,0.8385128274474218
10,Investors are appealing to the Securities and Exchange Commission not to limit their access to information about stock purchases and sales by corporate insiders .,0.8603910001730766,0.11616026560595569,0.8838397343940443,0.883839734394044,0.8838397343940442
11,"A SEC proposal to ease reporting requirements for some company executives would undermine the usefulness of information on insider trades as a stock-picking tool , individual investors and professional money managers contend .",1.5033224386192972,0.20994273393404875,0.8635076571324787,0.7281227800246188,0.7900572660659514
