id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,4.709419643867054,0.630922373066789,0.39016625362388146,0.35015179609973934,0.3690776269332112
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",2.2472775094876916,0.37042231372066264,0.6511589692110907,0.6093810440658898,0.6295776862793369
2,Ms. Haag plays Elianti .,0.5509775004326936,0.16732395949356627,1.0,0.7133204400839018,0.8326760405064336
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",1.1182263988300143,0.18716175343053884,0.818694499981516,0.8070651795565094,0.8128382465694612
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",1.4266179565636454,0.2810161544407253,0.7446515435353629,0.6950266870164189,0.7189838455592744
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",1.7810856708414908,0.2821069354821714,0.776680280983675,0.6673789091353934,0.7178930645178286
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,1.2243018651066855,0.22168086093110567,0.770370573987157,0.7864334383139179,0.778319139068894
7,The new rate will be payable Feb. 15 .,0.6666666666666679,0.11751192005564601,0.8492234537424981,0.9184649394575018,0.8824880799443541
8,A record date has n't been set .,1.0,0.2222222222222222,0.7000000000000001,0.8750000000000001,0.7777777777777779
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",1.4043707635839535,0.25509552373262884,0.7708088804062714,0.7206845881690803,0.7449044762673712
10,Investors are appealing to the Securities and Exchange Commission not to limit their access to information about stock purchases and sales by corporate insiders .,1.5011412559195625,0.23731964798151614,0.7567221235868226,0.7687331520891726,0.7626803520184836
11,"A SEC proposal to ease reporting requirements for some company executives would undermine the usefulness of information on insider trades as a stock-picking tool , individual investors and professional money managers contend .",2.116395570586176,0.35896990932677286,0.686402011925655,0.6012845279033869,0.6410300906732271
12,"They make the argument in letters to the agency about rule changes proposed this past summer that , among other things , would exempt many middle-management executives from reporting trades in their own companies ' shares .",2.94835973634237,0.45953491602652796,0.5936204992316662,0.49604684679495226,0.540465083973472
13,The proposed changes also would allow executives to report exercises of options later and less often .,1.3096860297935535,0.22444374819533977,0.7893649644817722,0.7622223568443679,0.7755562518046604
14,Many of the letters maintain that investor confidence has been so shaken by the 1987 stock market crash -- and the markets already so stacked against the little guy -- that any decrease in information on insider-trading patterns might prompt individuals to get out of stocks altogether .,2.0668319189258284,0.3172922305528768,0.7071728211435986,0.6598788789629915,0.6827077694471233
