id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,3.237257186620647,1.0,0.0,1.0,0.0
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",2.9328636294452695,1.0,0.0,1.0,0.0
2,Ms. Haag plays Elianti .,1.3709505944546687,1.0,0.0,1.0,0.0
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",2.9659573209491747,1.0,0.0,1.0,0.0
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",2.4508257945180882,1.0,0.0,1.0,0.0
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",2.917820219041696,1.0,0.0,1.0,0.0
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,2.789898095464287,1.0,0.0,1.0,0.0
7,The new rate will be payable Feb. 15 .,2.94770277922009,1.0,0.0,1.0,0.0
8,A record date has n't been set .,2.5,1.0,0.0,1.0,0.0
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",2.6601297526332566,1.0,0.0,1.0,0.0
