id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,3.734932409274189,0.988420521026797,0.006196843567959743,0.0881300668320772,0.011579478973203092
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",2.9581868248151237,0.9615148647397813,0.020185557449856884,0.41190471651566596,0.03848513526021841
2,Ms. Haag plays Elianti .,1.7509775004326942,0.8366359260809209,0.12469493440984902,0.23679725954056507,0.16336407391907906
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",3.0405244112769,0.9348687600803898,0.035710201440194725,0.36981864074495924,0.06513123991961019
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",2.370342277547788,0.8274478081350016,0.10084363572057323,0.5972453356010584,0.172552191864998
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",2.9252241485101926,0.9333189141399421,0.035813207684778026,0.48289271159108743,0.06668108586005832
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,2.8038570940646617,0.8920227363087466,0.06082665473925926,0.4802481536259272,0.10797726369125318
7,The new rate will be payable Feb. 15 .,2.444444444444444,0.7083372903075444,0.17072899558374047,1.0000000000000002,0.29166270969245583
8,A record date has n't been set .,1.956435556800404,0.6428106233044533,0.21742577727983853,1.0,0.3571893766955468
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",2.66147720575509,0.892248839175446,0.060412373768122085,0.4979125885830057,0.10775116082455409
10,Investors are appealing to the Securities and Exchange Commission not to limit their access to information about stock purchases and sales by corporate insiders .,3.276645878435745,0.9553200056700987,0.02403807866518156,0.316245485954562,0.04467999432990106
11,"A SEC proposal to ease reporting requirements for some company executives would undermine the usefulness of information on insider trades as a stock-picking tool , individual investors and professional money managers contend .",2.753779807742786,0.9338250155638027,0.03544205442611848,0.498049572028029,0.06617498443619739
12,"They make the argument in letters to the agency about rule changes proposed this past summer that , among other things , would exempt many middle-management executives from reporting trades in their own companies ' shares .",2.8495773449681705,0.9192240224041597,0.04286675392303119,0.6984534192883483,0.08077597759584011
13,The proposed changes also would allow executives to report exercises of options later and less often .,2.5438301469315614,0.797602922514984,0.11259276169947875,0.9999999999999999,0.20239707748501615
14,Many of the letters maintain that investor confidence has been so shaken by the 1987 stock market crash -- and the markets already so stacked against the little guy -- that any decrease in information on insider-trading patterns might prompt individuals to get out of stocks altogether .,3.0815465768349624,0.9365259372038183,0.033211632025589466,0.714795985246485,0.06347406279618167
15,"`` The SEC has historically paid obeisance to the ideal of a level playing field , '' wrote Clyde S. McGregor of Winnetka , Ill. , in one of the 92 letters the agency has received since the changes were proposed Aug. 17 .",3.220175434448782,0.9595625185093548,0.021207696311497843,0.43358157655764107,0.04043748149064523
16,`` Apparently the commission did not really believe in this ideal . '',2.905725962370565,0.8901298823735991,0.062415718681864206,0.4583567809331301,0.10987011762640085
17,"Currently , the rules force executives , directors and other corporate insiders to report purchases and sales of their companies ' shares within about a month after the transaction .",2.7384130968499676,0.8665596316935404,0.0714900108417048,1.0000000000000018,0.13344036830645972
18,"But about 25 % of the insiders , according to SEC figures , file their reports late .",2.9567892108202978,0.8268712767630005,0.09476788290402326,1.0000000000000013,0.17312872323699952
19,"The changes were proposed in an effort to streamline federal bureaucracy and boost compliance by the executives `` who are really calling the shots , '' said Brian Lane , special counsel at the SEC 's office of disclosure policy , which proposed the changes .",3.252080392923067,0.9608169862944704,0.020506960702584016,0.4388667557773562,0.03918301370552959
20,"Investors , money managers and corporate officials had until today to comment on the proposals , and the issue has produced more mail than almost any other issue in memory , Mr. Lane said .",3.189274072031331,0.9677284584071881,0.017107390225181172,0.28410396027804274,0.03227154159281145
21,"The SEC will probably vote on the proposal early next year , he said .",3.1535312605870978,0.8775450654534568,0.06790456663281944,0.6226692770823484,0.12245493454654327
22,Not all those who wrote oppose the changes .,1.9161236108707258,0.6556139062704103,0.20801111444236792,1.0,0.34438609372959
23,"The Committee on Federal Regulation of Securities for the American Bar Association argues , for example , in its lengthy letter to the SEC , that the proposed changes `` would substantially improve the -LCB- law -RCB- by conforming it more closely to contemporary business realities . ''",3.224149365466503,0.9578759648865132,0.02201766684906138,0.4852580224369233,0.042124035113486835
24,What the investors who oppose the proposed changes object to most is the effect they say the proposal would have on their ability to spot telltale `` clusters '' of trading activity -- buying or selling by more than one officer or director within a short period of time .,3.092810831262101,0.9528398352958175,0.024654405662021546,0.5411340426841155,0.0471601647041826
25,"According to some estimates , the rule changes would cut insider filings by more than a third .",2.4704065718112163,0.8615880370903154,0.07758148450693202,0.6410483937064893,0.13841196290968472
26,The SEC 's Mr. Lane vehemently disputed those estimates .,2.5774437510817343,0.8273142601787138,0.1016443449312158,0.5735567610147995,0.17268573982128632
27,"The rules will eliminate filings policy-making divisions , such as sales , marketing , finance and research and development , Mr. Lane said .",2.486558208862959,0.8326488393746672,0.09131654522665456,0.9999999999999984,0.16735116062533276
28,"The proposed rules also would be tougher on the insiders still required to file reports , he said .",3.068619080199902,0.8886724489620106,0.06091114910091345,0.6461412508993495,0.11132755103798916
29,Companies would be compelled to publish in annual proxy statements the names of insiders who fail to file reports on time .,2.914350582815447,0.9488790447509583,0.027991715212363242,0.2942869976736975,0.051120955249041755
30,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",3.168105435724601,0.9543655869777582,0.02418063912394789,0.40466586413680816,0.04563441302224148
31,"But Robert Gabele , president of Invest/Net , a North Miami , Fla. , company that packages and sells the insider-trading data , said the proposal is worded so vaguely that key officials may fail to file the reports .",3.2487469267060907,0.9319227825639659,0.0357691717656194,0.7035472319741856,0.06807721743603405
32,"Many investors wrote asking the SEC to require insiders to report their purchases and sales immediately , not a month later .",2.8124608137160765,0.8405464900535062,0.08663378556759976,1.0000000000000004,0.15945350994649385
33,"But Mr. Lane said that while the SEC regulates who files , the law tells them when to do so .",2.8606682819593794,0.8381537403597101,0.08804827152739579,0.9999999999999997,0.16184625964028995
34,"Investors who want to change the required timing should write their representatives in Congress , he added .",3.0826037945142093,0.9078251323694738,0.05071019388682994,0.5055643529702509,0.09217486763052608
35,"The SEC would likely be amenable to legislation that required insiders to file transactions on a more timely basis , he said .",3.2220650265226327,0.9040106281965208,0.05174026538444137,0.6629836042906911,0.0959893718034791
36,"The nation 's largest pension fund , which oversees $ 80 billion for college employees , plans to offer two new investment options to its 1.2 million participants .",2.8098800806499717,0.8665317968536033,0.07150598954241402,0.9999999999999994,0.13346820314639699
