id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,4.317412050542582,1.0,0.0,1.0,0.0
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",3.738627175014443,1.0,0.0,1.0,0.0
2,Ms. Haag plays Elianti .,1.3709505944546687,1.0,0.0,1.0,0.0
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",3.4841837197791885,1.0,0.0,1.0,0.0
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",2.751629167387823,1.0,0.0,1.0,0.0
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",3.248634979160086,1.0,0.0,1.0,0.0
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,3.1898980954642875,1.0,0.0,1.0,0.0
7,The new rate will be payable Feb. 15 .,2.94770277922009,1.0,0.0,1.0,0.0
8,A record date has n't been set .,2.5,1.0,0.0,1.0,0.0
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",3.1751231351134614,1.0,0.0,1.0,0.0
10,Investors are appealing to the Securities and Exchange Commission not to limit their access to information about stock purchases and sales by corporate insiders .,3.7034651896016464,1.0,0.0,1.0,0.0
11,"A SEC proposal to ease reporting requirements for some company executives would undermine the usefulness of information on insider trades as a stock-picking tool , individual investors and professional money managers contend .",3.275772059461475,1.0,0.0,1.0,0.0
12,"They make the argument in letters to the agency about rule changes proposed this past summer that , among other things , would exempt many middle-management executives from reporting trades in their own companies ' shares .",3.5465942457551543,1.0,0.0,1.0,0.0
13,The proposed changes also would allow executives to report exercises of options later and less often .,3.2639334294856344,1.0,0.0,1.0,0.0
14,Many of the letters maintain that investor confidence has been so shaken by the 1987 stock market crash -- and the markets already so stacked against the little guy -- that any decrease in information on insider-trading patterns might prompt individuals to get out of stocks altogether .,3.5409388770033496,1.0,0.0,1.0,0.0
15,"`` The SEC has historically paid obeisance to the ideal of a level playing field , '' wrote Clyde S. McGregor of Winnetka , Ill. , in one of the 92 letters the agency has received since the changes were proposed Aug. 17 .",3.6720406433169748,1.0,0.0,1.0,0.0
16,`` Apparently the commission did not really believe in this ideal . '',3.0269868333592873,1.0,0.0,1.0,0.0
17,"Currently , the rules force executives , directors and other corporate insiders to report purchases and sales of their companies ' shares within about a month after the transaction .",3.41506101220307,1.0,0.0,1.0,0.0
18,"But about 25 % of the insiders , according to SEC figures , file their reports late .",3.6835423624332306,1.0,0.0,1.0,0.0
19,"The changes were proposed in an effort to streamline federal bureaucracy and boost compliance by the executives `` who are really calling the shots , '' said Brian Lane , special counsel at the SEC 's office of disclosure policy , which proposed the changes .",4.014302782900043,1.0,0.0,1.0,0.0
20,"Investors , money managers and corporate officials had until today to comment on the proposals , and the issue has produced more mail than almost any other issue in memory , Mr. Lane said .",3.7287244452691404,1.0,0.0,1.0,0.0
21,"The SEC will probably vote on the proposal early next year , he said .",3.5068905956085183,1.0,0.0,1.0,0.0
22,Not all those who wrote oppose the changes .,2.94770277922009,1.0,0.0,1.0,0.0
23,"The Committee on Federal Regulation of Securities for the American Bar Association argues , for example , in its lengthy letter to the SEC , that the proposed changes `` would substantially improve the -LCB- law -RCB- by conforming it more closely to contemporary business realities . ''",4.091889648941849,1.0,0.0,1.0,0.0
24,What the investors who oppose the proposed changes object to most is the effect they say the proposal would have on their ability to spot telltale `` clusters '' of trading activity -- buying or selling by more than one officer or director within a short period of time .,3.9501974240127042,1.0,0.0,1.0,0.0
25,"According to some estimates , the rule changes would cut insider filings by more than a third .",3.266332639970623,1.0,0.0,1.0,0.0
26,The SEC 's Mr. Lane vehemently disputed those estimates .,2.6464393446710153,1.0,0.0,1.0,0.0
27,"The rules will eliminate filings policy-making divisions , such as sales , marketing , finance and research and development , Mr. Lane said .",3.4182958340544896,1.0,0.0,1.0,0.0
28,"The proposed rules also would be tougher on the insiders still required to file reports , he said .",3.681880802803401,1.0,0.0,1.0,0.0
29,Companies would be compelled to publish in annual proxy statements the names of insiders who fail to file reports on time .,3.317640005966217,1.0,0.0,1.0,0.0
30,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",3.8430101595548543,1.0,0.0,1.0,0.0
