id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,3.8915525057600293,0.5306391766444075,0.4874958716176991,0.45252664480907645,0.4693608233555925
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",2.6297001623853733,0.3954589472420182,0.6853442283919251,0.5407819946351627,0.6045410527579818
2,Ms. Haag plays Elianti .,0.9509775004326935,0.25751658270749517,1.0,0.5904362833084087,0.7424834172925047
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",0.9559707739381871,0.14457250861984164,0.9535582072826011,0.7756094859974053,0.8554274913801584
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",1.36371066471669,0.2491760123911726,0.8383236270539567,0.6798635456111305,0.7508239876088273
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",1.6994556039704927,0.290832432602933,0.7101127793854063,0.7082248683562334,0.7091675673970671
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,1.3836591668108982,0.2579790591179763,0.7132511752667202,0.773209178063943,0.7420209408820237
7,The new rate will be payable Feb. 15 .,0.44444444444444464,0.07538827312875093,0.9246117268712492,0.9246117268712492,0.9246117268712492
8,A record date has n't been set .,0.75,0.14285714285714285,0.9,0.8181818181818181,0.8571428571428571
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",1.3252544125282837,0.2437067273792054,0.7730172085573371,0.7402776448056146,0.7562932726207946
10,Investors are appealing to the Securities and Exchange Commission not to limit their access to information about stock purchases and sales by corporate insiders .,1.4668413785222825,0.22634764374382174,0.7864281213941333,0.761285048027932,0.7736523562561781
11,"A SEC proposal to ease reporting requirements for some company executives would undermine the usefulness of information on insider trades as a stock-picking tool , individual investors and professional money managers contend .",1.5709410251316305,0.27983367871688175,0.7342670507737605,0.706596963071175,0.7201663212831181
12,"They make the argument in letters to the agency about rule changes proposed this past summer that , among other things , would exempt many middle-management executives from reporting trades in their own companies ' shares .",1.8073936992822812,0.2969942682820024,0.7323907542340533,0.6758877268063944,0.7030057317179975
13,The proposed changes also would allow executives to report exercises of options later and less often .,1.4273330886170834,0.2362465314778883,0.8048555620274711,0.726645386015942,0.7637534685221119
14,Many of the letters maintain that investor confidence has been so shaken by the 1987 stock market crash -- and the markets already so stacked against the little guy -- that any decrease in information on insider-trading patterns might prompt individuals to get out of stocks altogether .,2.0559801436262646,0.3178311783236884,0.7017126048424009,0.6636841888118175,0.682168821676312
15,"`` The SEC has historically paid obeisance to the ideal of a level playing field , '' wrote Clyde S. McGregor of Winnetka , Ill. , in one of the 92 letters the agency has received since the changes were proposed Aug. 17 .",2.252980777832593,0.3342591305528449,0.7012656487409933,0.6336417859708969,0.6657408694471552
16,`` Apparently the commission did not really believe in this ideal . '',0.9811451924741119,0.1690361979005398,0.8393609944582765,0.8227329610436624,0.8309638020994601
17,"Currently , the rules force executives , directors and other corporate insiders to report purchases and sales of their companies ' shares within about a month after the transaction .",1.9186907113056555,0.33697970473890926,0.6400083964108085,0.6877487273195494,0.6630202952610906
18,"But about 25 % of the insiders , according to SEC figures , file their reports late .",0.9091404431444596,0.14077861367085667,0.8493935630860068,0.869279295449096,0.8592213863291432
19,"The changes were proposed in an effort to streamline federal bureaucracy and boost compliance by the executives `` who are really calling the shots , '' said Brian Lane , special counsel at the SEC 's office of disclosure policy , which proposed the changes .",1.3972237531826313,0.20857686130452435,0.8197689000433667,0.7649721263077632,0.7914231386954758
20,"Investors , money managers and corporate officials had until today to comment on the proposals , and the issue has produced more mail than almost any other issue in memory , Mr. Lane said .",2.0395450852929757,0.3223821372291851,0.6895613424352619,0.6660810708496341,0.6776178627708148
21,"The SEC will probably vote on the proposal early next year , he said .",1.0666666666666647,0.16459767751530094,0.8354023224846985,0.8354023224846985,0.8354023224846985
22,Not all those who wrote oppose the changes .,0.8344194449252154,0.16487289753610745,0.8734806581894542,0.7999999999999998,0.8351271024638924
23,"The Committee on Federal Regulation of Securities for the American Bar Association argues , for example , in its lengthy letter to the SEC , that the proposed changes `` would substantially improve the -LCB- law -RCB- by conforming it more closely to contemporary business realities . ''",2.3234539049027187,0.34593247648999803,0.6821827970675691,0.6281779876811637,0.6540675235100021
24,What the investors who oppose the proposed changes object to most is the effect they say the proposal would have on their ability to spot telltale `` clusters '' of trading activity -- buying or selling by more than one officer or director within a short period of time .,2.5164737808802395,0.38859205816109516,0.6376984144387887,0.5871993985092767,0.6114079418389048
25,"According to some estimates , the rule changes would cut insider filings by more than a third .",0.8672022485798223,0.15931726686127679,0.8945515231520976,0.7929332691187362,0.8406827331387232
26,The SEC 's Mr. Lane vehemently disputed those estimates .,1.275488750216347,0.23759341449274446,0.7732802751711707,0.751834461944411,0.7624065855072556
27,"The rules will eliminate filings policy-making divisions , such as sales , marketing , finance and research and development , Mr. Lane said .",1.3461044369357005,0.25735497318984846,0.7097599056023486,0.7787255136063452,0.7426450268101515
28,"The proposed rules also would be tougher on the insiders still required to file reports , he said .",1.3823506582363345,0.20655369848675928,0.841386733660161,0.7506744622594599,0.7934463015132405
29,Companies would be compelled to publish in annual proxy statements the names of insiders who fail to file reports on time .,1.9664147694927268,0.3194020833083948,0.7470120550460505,0.6250288625234062,0.6805979166916049
30,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",1.8768738420488846,0.28119690902788225,0.7658168649302485,0.6772278298751874,0.7188030909721176
31,"But Robert Gabele , president of Invest/Net , a North Miami , Fla. , company that packages and sells the insider-trading data , said the proposal is worded so vaguely that key officials may fail to file the reports .",1.8497545220510139,0.2743171378963551,0.7375290971745382,0.7142111610728148,0.7256828621036449
32,"Many investors wrote asking the SEC to require insiders to report their purchases and sales immediately , not a month later .",1.4190582249488015,0.23042451518961754,0.7695754848103824,0.7695754848103824,0.7695754848103824
33,"But Mr. Lane said that while the SEC regulates who files , the law tells them when to do so .",1.1961626418458922,0.18557773471618375,0.836735814012419,0.7932678919843761,0.814422265283816
34,"Investors who want to change the required timing should write their representatives in Congress , he added .",1.125814583693912,0.17194916404546548,0.8783974022960387,0.7831627744926862,0.8280508359545344
35,"The SEC would likely be amenable to legislation that required insiders to file transactions on a more timely basis , he said .",1.6849951087897166,0.25275647129037077,0.7533612213946488,0.741224393504204,0.7472435287096293
36,"The nation 's largest pension fund , which oversees $ 80 billion for college employees , plans to offer two new investment options to its 1.2 million participants .",1.8837651890720917,0.2943003621720878,0.7463064419883811,0.6692836705918349,0.7056996378279122
37,"The Teachers Insurance and Annuity Association-College Retirement Equities Fund said it will introduce a stock and bond fund that will invest in `` socially responsible '' companies , and a bond fund .",1.947899240530118,0.29003626194595605,0.7490026856743676,0.674792706459757,0.7099637380540439
38,"Both funds are expected to begin operation around March 1 , subject to Securities and Exchange Commission approval .",0.8163039475961531,0.12881691524055994,0.8465069462019527,0.8973410655852977,0.87118308475944
39,"For its employees to sign up for the options , a college also must approve the plan .",0.9580618054353627,0.15485577317329527,0.8357993838523871,0.8547003968272415,0.8451442268267046
40,"Some 4,300 institutions are part of the pension fund .",1.2000000000000002,0.23791320665183283,0.8277293767706427,0.7060906930265161,0.7620867933481673
41,"The new options carry out part of an agreement that the pension fund , under pressure to relax its strict participation rules and to provide more investment options , reached with the SEC in December .",1.890945386698526,0.3088490926397058,0.7060626998998266,0.6768559509476254,0.6911509073602939
42,"The new `` social choice '' fund will shun securities of companies linked to South Africa , nuclear power and in some cases , Northern Ireland .",1.494982517651863,0.24861082845913512,0.7648371709957581,0.7384059083965305,0.751389171540865
43,"Also excluded will be investments in companies with `` significant '' business stemming from weapons manufacture , alcoholic beverages or tobacco .",1.693687496765456,0.2878549693416434,0.7720371135150408,0.6608764258682098,0.7121450306583565
44,"Sixty percent of the fund will be invested in stocks , with the rest going into bonds or short-term investments .",1.291400737083987,0.20568674853355945,0.8185256531945778,0.7714921252218777,0.7943132514664404
45,"The bond fund will invest in high-grade or medium-grade bonds , mortgages or asset-backed securities , including as much as 15 % in foreign securities .",1.5062022868742364,0.2462619550984932,0.7346054254753659,0.773893923696866,0.7537380449015065
46,"The fund also might buy and sell futures and options contracts , subject to approval by the New York State Insurance Department .",1.2162681935233515,0.1908198246129092,0.8374845339330286,0.7827264682404869,0.8091801753870907
47,"Under two new features , participants will be able to transfer money from the new funds to other investment funds or , if their jobs are terminated , receive cash from the funds .",1.8432657195016802,0.28353109270063903,0.7301739711623377,0.7032688416058298,0.7164689072993611
48,"The investment choices offered by the pension fund currently are limited to a stock fund , an annuity and a money-market fund .",1.0325480852980196,0.19100461940342234,0.8685794208120234,0.7570614106488535,0.8089953805965777
49,"New Brunswick Scientific Co. , a maker of biotechnology instrumentation and equipment , said it adopted an anti-takeover plan giving shareholders the right to purchase shares at half price under certain conditions .",1.4563036815194987,0.240856214136487,0.7710363352746419,0.7476125278397949,0.7591437858635129
50,"The company said the plan , under review for some time , will protect shareholders against `` abusive takeover tactics .",1.7150482110001661,0.30667123494855747,0.7670472464527041,0.6325375815170416,0.6933287650514425
51,"W. Ed Tyler , 37 years old , a senior vice president at this printing concern , was elected president of its technology group , a new position .",1.4488280148621904,0.24006704111850427,0.764315479840199,0.7556004094068693,0.7599329588814957
52,"Solo woodwind players have to be creative if they want to work a lot , because their repertoire and audience appeal are limited .",1.4428829367954465,0.23407712355063437,0.8074565084636087,0.7284529961939442,0.7659228764493656
53,"The oboist Heinz Holliger has taken a hard line about the problem : He commissions and splendidly interprets fearsome contemporary scores and does some conducting , so he does n't have to play the same Mozart and Strauss concertos over and over again .",2.3013268401404865,0.3202838017241595,0.6939624200665888,0.6660431263263,0.6797161982758406
54,"Richard Stoltzman has taken a gentler , more audience-friendly approach .",0.5454545454545459,0.09076126609598151,0.9376048001573352,0.8825386262063206,0.9092387339040187
55,"Years ago , he collaborated with the new music gurus Peter Serkin and Fred Sherry in the very countercultural chamber group Tashi , which won audiences over to dreaded contemporary scores like Messiaen 's `` Quartet for the End of Time . ''",2.402330812701111,0.34767206760832664,0.7200671434725285,0.5962377786999478,0.6523279323916734
56,"Today , the pixie-like clarinetist has mostly dropped the missionary work -LRB- though a touch of the old Tashi still survives -RRB- and now goes on the road with piano , bass , a slide show , and a repertoire that ranges from light classical to light jazz to light pop , with a few notable exceptions .",1.7379755577216267,0.27477208243602574,0.7360948611641761,0.7146771627232431,0.7252279175639745
57,"Just the thing for the Vivaldi-at-brunch set , the yuppie audience that has embraced New Age as its very own easy listening .",1.4612887162798618,0.2256219116145382,0.7909409234520175,0.7584946990863044,0.7743780883854617
58,But you ca n't dismiss Mr. Stoltzman 's music or his motives as merely commercial and lightweight .,1.1530493056757471,0.17684441765683465,0.8284844825251501,0.8178947961486468,0.8231555823431651
59,"He believes in what he plays , and he plays superbly .",0.7704260414863779,0.17192392753483984,0.7877207980593357,0.872789450424941,0.8280760724651602
60,"His recent appearance at the Metropolitan Museum , dubbed `` A Musical Odyssey , '' was a case in point .",1.5771150227982735,0.2521310966039182,0.8203750754656217,0.687138418189023,0.7478689033960819
61,"It felt more like a party , or a highly polished jam session with a few friends , than a classical concert .",1.100832452999283,0.18861753654743812,0.7988853719605985,0.8242767564279084,0.811382463452562
62,"Clad in his trademark black velvet suit , the soft-spoken clarinetist announced that his new album , `` Inner Voices , '' had just been released , that his family was in the front row , and that it was his mother 's birthday , so he was going to play her favorite tune from the record .",2.7000851054261887,0.4095751047018435,0.5966165640600973,0.584360420426313,0.5904248952981566
