id,sentence,VI,normalized-VI,homogeneity,completeness,V-score
0,-,4.002339653610949,0.4369961627932424,0.592388526460375,0.5363965592044114,0.5630038372067574
1,"In an Oct. 19 review of `` The Misanthrope '' at Chicago 's Goodman Theatre -LRB- `` Revitalized Classics Take the Stage in Windy City , '' Leisure & Arts -RRB- , the role of Celimene , played by Kim Cattrall , was mistakenly attributed to Christina Haag .",1.3623871879438356,0.17118277696888673,0.8821797746022798,0.7815421820525085,0.8288172230311133
2,Ms. Haag plays Elianti .,0.5509775004326936,0.16732395949356627,1.0,0.7133204400839018,0.8326760405064336
3,"Rolls-Royce Motor Cars Inc. said it expects its U.S. sales to remain steady at about 1,200 cars in 1990 .",1.1377443751081717,0.15157572964541757,0.9138966185115484,0.7917057800776929,0.8484242703545821
4,"The luxury auto maker last year sold 1,214 cars in the U.S.",0.6666666666666661,0.10805101626208143,1.0000000000000002,0.8049710443358778,0.8919489837379186
5,"Howard Mosher , president and chief executive officer , said he anticipates growth for the luxury auto maker in Britain and Europe , and in Far Eastern markets .",1.2215835160420907,0.17087768593580033,0.9122744278378563,0.7598622832037307,0.8291223140642
6,BELL INDUSTRIES Inc. increased its quarterly to 10 cents from seven cents a share .,0.7673183336217946,0.11781100479630796,0.9006261358019672,0.8644915820260832,0.8821889952036918
7,The new rate will be payable Feb. 15 .,0.44444444444444464,0.07538827312875093,0.9246117268712492,0.9246117268712492,0.9246117268712492
8,A record date has n't been set .,0.75,0.14285714285714285,0.8999999999999999,0.818181818181818,0.857142857142857
9,"Bell , based in Los Angeles , makes and distributes electronic , computer and building products .",0.7502875001272642,0.11316646511794708,0.9258944905018146,0.8509349185393257,0.8868335348820533
10,Investors are appealing to the Securities and Exchange Commission not to limit their access to information about stock purchases and sales by corporate insiders .,0.7501955000865381,0.10281249250724411,0.8838397343940443,0.9109446193438426,0.8971875074927558
11,"A SEC proposal to ease reporting requirements for some company executives would undermine the usefulness of information on insider trades as a stock-picking tool , individual investors and professional money managers contend .",1.6127054832992007,0.228712066948256,0.8301161260080921,0.7202459562006766,0.771287933051744
12,"They make the argument in letters to the agency about rule changes proposed this past summer that , among other things , would exempt many middle-management executives from reporting trades in their own companies ' shares .",1.072094510416398,0.14434385835166075,0.8959680714111024,0.8188155061120053,0.8556561416483391
13,The proposed changes also would allow executives to report exercises of options later and less often .,0.9855816177743231,0.14669109025466823,0.8782615110752144,0.829735012101711,0.853308909745332
14,Many of the letters maintain that investor confidence has been so shaken by the 1987 stock market crash -- and the markets already so stacked against the little guy -- that any decrease in information on insider-trading patterns might prompt individuals to get out of stocks altogether .,2.3453651538576015,0.3122302497958456,0.7295081306588826,0.6505489717816693,0.6877697502041544
15,"`` The SEC has historically paid obeisance to the ideal of a level playing field , '' wrote Clyde S. McGregor of Winnetka , Ill. , in one of the 92 letters the agency has received since the changes were proposed Aug. 17 .",1.5884162593620648,0.19521870518748663,0.891627171218603,0.7333516963857739,0.8047812948125138
16,`` Apparently the commission did not really believe in this ideal . '',0.519606730935652,0.07904470615755656,1.0,0.8534913230073067,0.9209552938424435
17,"Currently , the rules force executives , directors and other corporate insiders to report purchases and sales of their companies ' shares within about a month after the transaction .",1.2624767660309084,0.17173506809289063,0.8914668928897547,0.7734312922661505,0.8282649319071093
18,"But about 25 % of the insiders , according to SEC figures , file their reports late .",0.7086048612313025,0.09564079757033775,0.9095073978969678,0.8992689608343096,0.9043592024296621
19,"The changes were proposed in an effort to streamline federal bureaucracy and boost compliance by the executives `` who are really calling the shots , '' said Brian Lane , special counsel at the SEC 's office of disclosure policy , which proposed the changes .",1.1693576074308902,0.13886505919691483,0.9032031650456412,0.8228111131665771,0.8611349408030857
20,"Investors , money managers and corporate officials had until today to comment on the proposals , and the issue has produced more mail than almost any other issue in memory , Mr. Lane said .",1.4577014288186811,0.18584970003466647,0.8562902846540155,0.7759633840236818,0.8141502999653334
21,"The SEC will probably vote on the proposal early next year , he said .",0.6666666666666652,0.09327773668333735,0.923959228439975,0.8901166500171122,0.9067222633166623
22,Not all those who wrote oppose the changes .,0.22222222222222232,0.036324900793189584,1.0,0.9298966940476159,0.9636750992068105
23,"The Committee on Federal Regulation of Securities for the American Bar Association argues , for example , in its lengthy letter to the SEC , that the proposed changes `` would substantially improve the -LCB- law -RCB- by conforming it more closely to contemporary business realities . ''",1.4411931643694542,0.1723102183083702,0.8459113377161577,0.8102366840983459,0.8276897816916301
24,What the investors who oppose the proposed changes object to most is the effect they say the proposal would have on their ability to spot telltale `` clusters '' of trading activity -- buying or selling by more than one officer or director within a short period of time .,1.8433376348693002,0.22577817561233418,0.800091290549953,0.7499728450925411,0.7742218243876662
25,"According to some estimates , the rule changes would cut insider filings by more than a third .",0.63943194468483,0.09200625111439564,0.9659829162065655,0.8565726190740136,0.9079937488856044
26,The SEC 's Mr. Lane vehemently disputed those estimates .,0.4754887502163454,0.08243038523439633,1.0,0.847693881548703,0.9175696147656035
27,"The rules will eliminate filings policy-making divisions , such as sales , marketing , finance and research and development , Mr. Lane said .",1.031453645923479,0.1444922301363653,0.8932839645935113,0.8207969858356974,0.8555077698636347
28,"The proposed rules also would be tougher on the insiders still required to file reports , he said .",0.8163039475961495,0.1092919053616124,0.9034405474017482,0.8783295386900204,0.890708094638387
29,Companies would be compelled to publish in annual proxy statements the names of insiders who fail to file reports on time .,1.050882521761988,0.148595921795279,0.9074521827397577,0.8018767605619342,0.8514040782047209
30,"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",1.08000768742229,0.1407723842545222,0.8576618236163059,0.860799135514777,0.8592276157454775
31,"But Robert Gabele , president of Invest/Net , a North Miami , Fla. , company that packages and sells the insider-trading data , said the proposal is worded so vaguely that key officials may fail to file the reports .",1.4443609377704307,0.1795681658841296,0.8668969616493348,0.7786943126485446,0.8204318341158701
32,"Many investors wrote asking the SEC to require insiders to report their purchases and sales immediately , not a month later .",1.0120301139313819,0.137478340941629,0.8801580032328472,0.8455782144031191,0.8625216590583709
